id,customer_id,age,gender,region,income,marital_status,dependents,education,employment_status,account_type,balance,num_transactions,last_transaction_date,loan_status,loan_amount,credit_score,card_type,online_banking,email_alerts
5707,CUST23707,34,Other,West,24748.72,Married,0,Masters,Retired,Current,185136.92,130,24-06-2021,Approved,45282.7,658,Rupay,TRUE,FALSE
5708,CUST23708,31,Male,West,31034.47,Married,2,High School,Self-Employed,Current,9010.52,155,18-07-2023,Rejected,24975.53,725,Rupay,FALSE,FALSE
5709,CUST23709,29,Male,East,184935.64,Married,4,PhD,Unemployed,Savings,444494.69,54,18-01-2022,Approved,42230.96,562,MasterCard,FALSE,TRUE
5710,CUST23710,58,Male,West,35138.79,Widowed,2,High School,Self-Employed,Current,144088.06,129,22-06-2024,Pending,16337.56,320,Visa,TRUE,FALSE
5711,CUST23711,51,Female,Central,121429.54,Divorced,0,High School,Retired,Current,133386.42,29,21-01-2025,Rejected,46128.12,366,Visa,TRUE,FALSE
5712,CUST23712,36,Male,South,85666.47,Single,2,Bachelors,Retired,Fixed Deposit,484898.56,64,29-06-2025,Rejected,29060.89,725,Visa,FALSE,FALSE
5713,CUST23713,61,Other,North,160122.29,Married,4,High School,Unemployed,Current,232545.97,183,26-02-2025,Pending,16216.6,604,Amex,TRUE,TRUE
5714,CUST23714,28,Other,Central,59394.03,Divorced,5,High School,Unemployed,Fixed Deposit,461266.44,62,20-10-2021,Approved,13263.6,501,Amex,FALSE,TRUE
5715,CUST23715,53,Female,East,84840.9,Married,1,High School,Retired,Savings,389354.01,95,06-10-2021,Rejected,26239.88,662,Visa,FALSE,FALSE
5716,CUST23716,36,Female,South,68747.87,Single,2,High School,Self-Employed,Fixed Deposit,365076.41,67,03-08-2025,Approved,10899.51,390,Visa,TRUE,TRUE
5717,CUST23717,20,Female,South,23970.83,Widowed,5,High School,Retired,Savings,374533.26,156,25-05-2023,Approved,48739.26,731,MasterCard,FALSE,TRUE
5718,CUST23718,39,Male,North,40438.02,Widowed,1,PhD,Self-Employed,Savings,84192.05,16,04-05-2025,Rejected,28162.92,744,Rupay,TRUE,TRUE
5719,CUST23719,63,Male,South,109366.51,Divorced,2,Bachelors,Retired,Current,118527.99,186,23-05-2021,Approved,22682.76,683,Visa,FALSE,TRUE
5720,CUST23720,45,Male,East,112409.78,Married,1,High School,Retired,Fixed Deposit,44516.19,108,01-02-2023,Pending,7611.27,759,Visa,FALSE,TRUE
5721,CUST23721,29,Other,West,73259.63,Divorced,1,Masters,Employed,Current,376446.52,29,10-03-2024,Approved,9273.12,815,MasterCard,TRUE,TRUE
5722,CUST23722,56,Male,North,80837.72,Single,1,High School,Employed,Savings,20424.9,22,10-12-2024,Approved,47896.94,789,Amex,TRUE,FALSE
5723,CUST23723,64,Female,East,166515.17,Divorced,4,Bachelors,Self-Employed,Fixed Deposit,478317.17,147,09-11-2022,Approved,27009.04,524,Visa,FALSE,FALSE
5724,CUST23724,53,Male,South,48215.85,Divorced,2,Bachelors,Employed,Fixed Deposit,104192.13,134,18-11-2022,Pending,34349.99,684,Amex,TRUE,TRUE
5725,CUST23725,38,Male,West,20469.94,Married,3,Bachelors,Retired,Fixed Deposit,176081.33,28,01-08-2022,Rejected,41028.32,465,Amex,TRUE,FALSE
5726,CUST23726,26,Male,South,50722.59,Divorced,1,PhD,Self-Employed,Current,49596.35,194,12-07-2021,Rejected,47624.71,485,MasterCard,FALSE,FALSE
5727,CUST23727,21,Other,East,172794.34,Widowed,0,Bachelors,Employed,Savings,168303.39,184,03-10-2023,Approved,42736.48,667,Visa,TRUE,FALSE
5728,CUST23728,24,Other,Central,134541.51,Married,4,PhD,Employed,Current,314692.47,166,20-07-2021,Pending,34752.52,744,Rupay,TRUE,FALSE
5729,CUST23729,20,Male,Central,21795.89,Single,1,High School,Retired,Current,407487.29,64,12-07-2024,Pending,12837.56,482,Rupay,TRUE,FALSE
5730,CUST23730,30,Female,East,133865.02,Single,4,PhD,Retired,Current,51700.4,83,23-06-2021,Approved,38637.19,713,Rupay,FALSE,FALSE
5731,CUST23731,35,Other,West,175485.14,Divorced,0,PhD,Self-Employed,Fixed Deposit,162460.85,8,02-01-2023,Approved,32333.03,538,Rupay,TRUE,FALSE
5732,CUST23732,63,Other,West,44993.26,Married,3,PhD,Retired,Current,18261.33,109,27-06-2021,Approved,12249.89,712,Visa,TRUE,TRUE
5733,CUST23733,52,Female,South,158006.65,Single,2,High School,Employed,Fixed Deposit,137983.39,62,01-02-2023,Approved,21208.66,377,Amex,FALSE,TRUE
5734,CUST23734,66,Male,South,131081.63,Divorced,1,Masters,Employed,Fixed Deposit,244409.11,183,24-01-2021,Pending,19947.38,778,Visa,TRUE,FALSE
5735,CUST23735,22,Male,North,99522.29,Divorced,2,PhD,Retired,Current,181426.68,89,19-06-2025,Approved,47318.01,717,MasterCard,TRUE,TRUE
5736,CUST23736,68,Male,South,122134.52,Single,4,PhD,Self-Employed,Current,388886.35,170,28-12-2024,Approved,31146.62,535,Visa,FALSE,TRUE
5737,CUST23737,70,Male,North,136812.25,Married,2,PhD,Unemployed,Fixed Deposit,418434.68,22,18-08-2024,Rejected,5698.8,735,MasterCard,TRUE,FALSE
5738,CUST23738,39,Male,East,22658.43,Widowed,4,Masters,Employed,Fixed Deposit,363204.77,23,21-10-2024,Rejected,12952.32,702,Amex,FALSE,FALSE
5739,CUST23739,26,Male,Central,141575.57,Married,2,Masters,Retired,Fixed Deposit,428819.5,19,18-04-2024,Approved,35267.52,448,MasterCard,TRUE,FALSE
5740,CUST23740,25,Female,West,45928.78,Divorced,3,PhD,Self-Employed,Current,381589.69,73,24-12-2021,Rejected,12745.77,622,Rupay,FALSE,TRUE
5741,CUST23741,50,Female,East,147656.73,Single,0,Masters,Unemployed,Fixed Deposit,24062.55,185,06-07-2024,Pending,41288.63,619,MasterCard,TRUE,FALSE
5742,CUST23742,19,Female,East,48444.57,Married,5,PhD,Employed,Savings,29212.63,42,06-08-2023,Pending,17387.52,376,MasterCard,TRUE,TRUE
5743,CUST23743,36,Female,West,99122.64,Married,3,PhD,Unemployed,Current,273059.91,82,18-01-2021,Approved,15636.65,652,Amex,TRUE,FALSE
5744,CUST23744,48,Female,Central,23826.86,Widowed,2,Bachelors,Unemployed,Savings,251781.47,144,04-02-2024,Approved,9483.64,406,Amex,FALSE,TRUE
5745,CUST23745,67,Male,South,55530.21,Divorced,2,Bachelors,Retired,Fixed Deposit,324889.89,169,27-04-2024,Approved,16516.02,429,Visa,TRUE,FALSE
5746,CUST23746,27,Male,East,38614.88,Widowed,5,High School,Self-Employed,Savings,308588.99,86,23-08-2022,Pending,47123,565,MasterCard,TRUE,TRUE
5747,CUST23747,19,Female,North,68233.05,Married,1,High School,Self-Employed,Current,171814.07,35,26-04-2024,Pending,42074.59,369,Visa,FALSE,TRUE
5748,CUST23748,55,Other,West,138642.93,Married,0,High School,Unemployed,Current,97752.67,104,29-12-2024,Pending,17965.54,849,Rupay,FALSE,FALSE
5749,CUST23749,47,Male,South,86930.31,Divorced,0,Masters,Unemployed,Fixed Deposit,46864.94,20,26-05-2025,Approved,5754.74,567,Rupay,TRUE,TRUE
5750,CUST23750,36,Male,North,109225.89,Widowed,3,Masters,Retired,Savings,41709.88,106,16-06-2025,Rejected,33394.31,524,MasterCard,TRUE,FALSE
5751,CUST23751,19,Female,North,169681.55,Widowed,2,Bachelors,Employed,Savings,411696.5,16,19-01-2022,Rejected,16858.87,508,Amex,TRUE,TRUE
5752,CUST23752,28,Male,West,198590.09,Married,0,High School,Retired,Savings,111955.1,190,04-03-2024,Approved,5035.17,706,Visa,FALSE,TRUE
5753,CUST23753,61,Female,West,103797.16,Widowed,1,Masters,Unemployed,Current,13573.37,26,05-04-2023,Rejected,21973.12,594,Visa,FALSE,FALSE
5754,CUST23754,46,Male,North,101645.53,Widowed,1,Bachelors,Unemployed,Fixed Deposit,456999.27,16,15-12-2023,Pending,19578.4,486,Rupay,TRUE,TRUE
5755,CUST23755,22,Other,West,34640.05,Widowed,2,Masters,Self-Employed,Savings,342666.06,85,22-08-2022,Rejected,8218.15,578,Rupay,FALSE,FALSE
5756,CUST23756,47,Male,West,192829.91,Divorced,5,PhD,Self-Employed,Savings,291599.66,164,06-08-2023,Rejected,17473.8,443,Visa,FALSE,FALSE
5757,CUST23757,67,Female,North,179309.75,Widowed,5,High School,Unemployed,Savings,143278.78,157,05-03-2021,Rejected,31784.17,684,Amex,FALSE,FALSE
5758,CUST23758,48,Female,North,42657.24,Married,2,Masters,Self-Employed,Current,97169.75,66,21-02-2022,Rejected,38653.34,424,MasterCard,TRUE,FALSE
5759,CUST23759,49,Other,East,28436.73,Married,5,Bachelors,Self-Employed,Savings,311658.81,116,20-10-2020,Pending,46434.48,693,Amex,FALSE,FALSE
5760,CUST23760,58,Other,East,161609.12,Widowed,0,Bachelors,Self-Employed,Current,183972.33,200,30-10-2024,Approved,37239.04,679,Rupay,TRUE,TRUE
5761,CUST23761,35,Male,East,82392.66,Single,2,PhD,Employed,Savings,127657.95,13,15-09-2024,Approved,39615.18,332,Amex,TRUE,TRUE
5762,CUST23762,36,Other,South,26368.77,Divorced,5,High School,Unemployed,Savings,393502.62,184,03-09-2023,Rejected,38612.43,832,Rupay,TRUE,FALSE
5763,CUST23763,52,Other,North,167361.42,Single,4,Bachelors,Self-Employed,Fixed Deposit,437875.95,67,13-03-2025,Approved,15024.21,483,Amex,TRUE,FALSE
5764,CUST23764,25,Male,East,169981.86,Married,2,Masters,Retired,Savings,479226.41,199,11-01-2022,Pending,19184.09,788,Amex,FALSE,TRUE
5765,CUST23765,39,Female,East,136948.82,Divorced,4,PhD,Employed,Fixed Deposit,394942.99,159,06-10-2024,Approved,47277.89,354,Visa,TRUE,FALSE
5766,CUST23766,49,Other,South,169469.39,Married,1,PhD,Unemployed,Fixed Deposit,477215.29,149,23-01-2023,Approved,11413.45,844,Amex,FALSE,FALSE
5767,CUST23767,66,Male,West,122316.21,Divorced,5,High School,Retired,Fixed Deposit,214330.62,96,04-06-2024,Approved,13470.67,565,Amex,TRUE,FALSE
5768,CUST23768,35,Female,West,139319.47,Divorced,5,High School,Unemployed,Savings,258613.28,44,22-03-2022,Rejected,49134.21,632,Visa,TRUE,FALSE
5769,CUST23769,62,Male,West,33764.76,Divorced,4,Bachelors,Self-Employed,Savings,394761.25,144,09-04-2022,Pending,23168.47,459,MasterCard,FALSE,TRUE
5770,CUST23770,69,Other,Central,134900.93,Single,5,Bachelors,Unemployed,Savings,446695.94,90,26-10-2022,Approved,14248.9,374,MasterCard,FALSE,TRUE
5771,CUST23771,64,Male,South,72424.11,Divorced,2,Bachelors,Self-Employed,Fixed Deposit,177977.49,111,08-01-2023,Pending,22299.96,764,Amex,TRUE,TRUE
5772,CUST23772,28,Female,South,70447.31,Widowed,3,Masters,Retired,Savings,16511.39,18,28-05-2023,Pending,27987.23,458,Amex,FALSE,FALSE
5773,CUST23773,44,Female,South,154687.05,Widowed,3,PhD,Unemployed,Fixed Deposit,313186.99,104,28-08-2023,Approved,31533.02,811,Amex,FALSE,FALSE
5774,CUST23774,70,Male,Central,66363.25,Single,1,Masters,Retired,Current,63985.18,150,16-07-2022,Approved,8154.74,574,MasterCard,FALSE,FALSE
5775,CUST23775,35,Other,West,43028.33,Married,5,High School,Retired,Fixed Deposit,372138.35,147,09-05-2025,Pending,48351.84,685,Visa,TRUE,TRUE
5776,CUST23776,18,Other,East,125102.2,Widowed,3,Masters,Retired,Fixed Deposit,98899.73,122,09-09-2021,Approved,47440.25,332,Visa,TRUE,TRUE
5777,CUST23777,18,Male,West,146358.19,Divorced,2,PhD,Employed,Savings,30912.56,50,09-09-2023,Rejected,8717,619,MasterCard,TRUE,FALSE
5778,CUST23778,47,Female,South,120684.84,Married,5,Bachelors,Self-Employed,Savings,55729.06,153,23-10-2020,Rejected,31978.8,800,Amex,TRUE,TRUE
5779,CUST23779,30,Other,East,115290.36,Divorced,1,Bachelors,Unemployed,Current,459090.04,72,06-03-2024,Rejected,11249.92,626,MasterCard,FALSE,TRUE
5780,CUST23780,50,Other,East,119869.48,Widowed,5,PhD,Retired,Savings,292893.52,182,30-03-2022,Approved,30178.36,348,MasterCard,TRUE,FALSE
5781,CUST23781,68,Female,Central,161088.21,Single,2,Masters,Employed,Savings,373554.92,139,20-07-2022,Rejected,49925.31,617,MasterCard,FALSE,TRUE
5782,CUST23782,62,Other,Central,161952.08,Divorced,3,PhD,Employed,Current,213689.21,125,11-12-2024,Rejected,47843.71,818,Rupay,TRUE,FALSE
5783,CUST23783,62,Other,West,70381.89,Single,4,PhD,Self-Employed,Fixed Deposit,467621.14,119,08-06-2023,Rejected,21297.23,839,Amex,TRUE,FALSE
5784,CUST23784,37,Other,West,79385.01,Single,0,Bachelors,Retired,Savings,384269.67,57,30-05-2023,Pending,10337.73,474,Rupay,FALSE,FALSE
5785,CUST23785,48,Female,North,119175.97,Widowed,0,High School,Retired,Current,135674.19,54,06-08-2021,Approved,34869.03,761,Amex,FALSE,TRUE
5786,CUST23786,45,Female,South,137379.69,Single,0,Masters,Self-Employed,Savings,41849.81,165,18-03-2022,Approved,9765.94,353,MasterCard,FALSE,FALSE
5787,CUST23787,50,Female,Central,92648.2,Widowed,5,PhD,Unemployed,Savings,110934.52,179,22-09-2021,Approved,5767.45,731,Amex,TRUE,FALSE
5788,CUST23788,41,Other,Central,60686.2,Single,1,Bachelors,Unemployed,Fixed Deposit,356192.75,13,23-06-2025,Approved,9036.88,795,Rupay,FALSE,FALSE
5789,CUST23789,31,Other,South,57985.42,Married,2,High School,Unemployed,Current,65083.11,152,16-04-2022,Rejected,48836.45,330,Amex,FALSE,TRUE
5790,CUST23790,57,Other,North,181574.18,Single,4,Masters,Unemployed,Savings,456079.04,6,03-01-2023,Rejected,28169.94,604,Rupay,FALSE,TRUE
5791,CUST23791,42,Male,South,129396.49,Married,1,PhD,Unemployed,Fixed Deposit,420137.53,19,27-04-2021,Rejected,48754.92,389,Visa,FALSE,TRUE
5792,CUST23792,47,Female,East,185623.97,Divorced,0,Masters,Employed,Current,330574.81,123,28-08-2020,Approved,11324.37,432,Visa,TRUE,FALSE
5793,CUST23793,38,Other,Central,76448.82,Married,3,Masters,Self-Employed,Fixed Deposit,259883.62,18,04-08-2021,Pending,17067.01,393,Amex,TRUE,TRUE
5794,CUST23794,59,Other,South,191878.75,Single,1,Masters,Unemployed,Fixed Deposit,456203.06,11,30-01-2022,Pending,45738.55,607,Visa,TRUE,FALSE
5795,CUST23795,23,Female,South,174637.42,Divorced,4,High School,Retired,Current,77973.28,31,29-03-2025,Rejected,41527.54,583,Amex,TRUE,FALSE
5796,CUST23796,56,Other,North,106818.51,Married,3,Bachelors,Self-Employed,Current,83425.71,146,15-03-2024,Pending,35905,513,Visa,TRUE,FALSE
5797,CUST23797,34,Other,North,192143.53,Married,4,High School,Self-Employed,Savings,407209.08,58,22-10-2021,Pending,49895.44,669,Visa,TRUE,FALSE
5798,CUST23798,40,Other,Central,172136.73,Married,5,High School,Self-Employed,Savings,320773.02,74,27-12-2023,Rejected,34031.74,449,Rupay,FALSE,TRUE
5799,CUST23799,64,Male,East,99840.84,Widowed,3,PhD,Self-Employed,Fixed Deposit,4105.49,148,20-03-2022,Pending,6437.52,353,Rupay,FALSE,FALSE
5800,CUST23800,37,Male,Central,86249.58,Single,0,Bachelors,Unemployed,Savings,195954.6,7,18-09-2024,Pending,27625.2,526,Rupay,FALSE,TRUE
5801,CUST23801,52,Male,South,20292.46,Single,3,High School,Unemployed,Savings,4039.36,191,30-01-2023,Approved,33228.07,585,Visa,TRUE,TRUE
5802,CUST23802,66,Female,West,70385.89,Married,2,Masters,Self-Employed,Current,325587.4,135,12-01-2024,Rejected,6478.53,658,Rupay,FALSE,FALSE
5803,CUST23803,43,Other,South,163728.78,Widowed,4,Masters,Unemployed,Fixed Deposit,306901.26,136,08-07-2023,Rejected,17741.84,470,MasterCard,FALSE,FALSE
5804,CUST23804,46,Female,West,104222.71,Divorced,5,Masters,Self-Employed,Savings,275994.41,94,06-10-2024,Approved,19092.35,612,Visa,TRUE,FALSE
5805,CUST23805,66,Male,Central,196708.27,Divorced,5,Masters,Employed,Savings,278087.73,140,13-07-2025,Pending,19729.04,529,Amex,FALSE,FALSE
5806,CUST23806,58,Female,East,58085.84,Widowed,5,PhD,Retired,Current,452658.01,25,22-08-2020,Rejected,37722.24,672,Rupay,TRUE,FALSE
5807,CUST23807,46,Other,West,91795.54,Divorced,2,Bachelors,Employed,Current,60591.96,61,19-12-2020,Approved,13611.15,359,MasterCard,TRUE,FALSE
5808,CUST23808,40,Male,East,40210.35,Divorced,0,Masters,Unemployed,Fixed Deposit,459464.67,23,01-03-2024,Rejected,29269.47,391,Rupay,FALSE,FALSE
5809,CUST23809,18,Other,North,92390.33,Divorced,5,PhD,Retired,Fixed Deposit,421438.86,27,17-04-2023,Rejected,7344.17,708,MasterCard,TRUE,TRUE
5810,CUST23810,60,Other,West,28482.01,Single,5,High School,Unemployed,Savings,104975.45,31,27-06-2023,Pending,36397.39,481,Visa,FALSE,TRUE
5811,CUST23811,27,Male,North,168712.54,Widowed,2,Masters,Retired,Savings,194480.32,173,29-12-2023,Rejected,6119.63,386,Visa,TRUE,FALSE
5812,CUST23812,22,Other,East,160802.47,Single,5,PhD,Unemployed,Fixed Deposit,333559.79,67,13-10-2024,Pending,14752.35,468,Amex,FALSE,TRUE
5813,CUST23813,61,Male,South,182982.19,Single,4,High School,Employed,Savings,433273.64,45,31-03-2022,Rejected,40536.92,549,Amex,FALSE,FALSE
5814,CUST23814,61,Male,West,192169.2,Divorced,3,Bachelors,Unemployed,Savings,23183.98,185,20-12-2022,Rejected,35062.95,531,Visa,FALSE,TRUE
5815,CUST23815,56,Other,East,59138.27,Single,4,High School,Retired,Fixed Deposit,66914.99,35,11-07-2024,Pending,31260.67,640,Rupay,FALSE,FALSE
5816,CUST23816,24,Male,East,69285.61,Widowed,5,High School,Self-Employed,Fixed Deposit,914.11,83,06-03-2021,Pending,13618.01,561,Visa,FALSE,FALSE
5817,CUST23817,59,Male,West,78672.28,Widowed,1,Masters,Retired,Fixed Deposit,328956.26,87,25-06-2024,Rejected,10620.43,713,Visa,TRUE,FALSE
5818,CUST23818,34,Male,South,40406.12,Widowed,3,Bachelors,Employed,Current,133064.51,117,07-04-2021,Pending,10108.86,330,Visa,FALSE,TRUE
5819,CUST23819,46,Other,East,81529.38,Married,5,Bachelors,Retired,Savings,494709.62,63,11-08-2021,Rejected,11501.88,560,MasterCard,FALSE,FALSE
5820,CUST23820,56,Male,East,120442.42,Widowed,0,Masters,Self-Employed,Current,207675.56,170,03-12-2020,Rejected,16257.39,798,MasterCard,FALSE,TRUE
5821,CUST23821,69,Other,Central,62891.77,Single,2,PhD,Retired,Fixed Deposit,167554.57,155,23-06-2021,Approved,17700.82,431,Amex,FALSE,FALSE
5822,CUST23822,58,Male,North,159826.27,Single,2,High School,Retired,Current,365587.07,145,05-08-2022,Rejected,22977.12,742,MasterCard,FALSE,FALSE
5823,CUST23823,30,Female,North,179988.53,Divorced,0,High School,Self-Employed,Fixed Deposit,183453.96,72,10-03-2025,Rejected,36441.75,605,Rupay,FALSE,TRUE
5824,CUST23824,60,Male,East,127792.65,Married,2,High School,Self-Employed,Savings,323799.88,23,13-08-2022,Approved,34999.69,331,Rupay,FALSE,TRUE
5825,CUST23825,64,Male,South,81579.72,Divorced,3,PhD,Unemployed,Fixed Deposit,30190.48,42,03-10-2020,Approved,22318.6,755,Visa,FALSE,FALSE
5826,CUST23826,47,Male,Central,56810.63,Single,3,High School,Employed,Current,81889.9,170,23-06-2023,Rejected,5046.97,639,Amex,FALSE,TRUE
5827,CUST23827,39,Female,East,175676.58,Widowed,4,High School,Retired,Current,16105.79,154,08-06-2022,Approved,17051.95,386,Rupay,FALSE,TRUE
5828,CUST23828,56,Female,South,179410.42,Widowed,1,PhD,Retired,Current,403371.02,22,22-05-2022,Rejected,23138.27,544,Rupay,TRUE,FALSE
5829,CUST23829,70,Other,Central,175970.91,Married,5,Bachelors,Self-Employed,Savings,165789.23,125,31-12-2021,Rejected,45534.47,501,Rupay,FALSE,TRUE
5830,CUST23830,21,Male,Central,104918.9,Single,3,Masters,Self-Employed,Current,489345.68,99,21-08-2024,Rejected,10363.83,432,Visa,TRUE,FALSE
5831,CUST23831,36,Other,North,195752.53,Single,4,High School,Employed,Savings,325168.26,89,23-01-2025,Pending,38719.65,693,Visa,TRUE,FALSE
5832,CUST23832,67,Other,East,153928.23,Divorced,2,Masters,Employed,Current,217178.85,110,18-04-2022,Approved,32519.02,684,Rupay,FALSE,TRUE
5833,CUST23833,51,Male,North,174426.47,Married,5,PhD,Employed,Current,249373.24,2,07-10-2024,Rejected,19028.28,782,Rupay,TRUE,TRUE
5834,CUST23834,41,Other,West,96728.17,Single,4,Bachelors,Retired,Fixed Deposit,70501.08,165,27-04-2023,Approved,41240.29,744,Rupay,FALSE,FALSE
5835,CUST23835,21,Other,West,108919.3,Divorced,4,PhD,Employed,Current,399315.74,90,27-04-2024,Pending,46499.91,738,Amex,FALSE,TRUE
5836,CUST23836,54,Other,South,99460.68,Widowed,2,Bachelors,Self-Employed,Current,479057.4,24,01-01-2024,Rejected,22178.79,329,MasterCard,TRUE,TRUE
5837,CUST23837,46,Other,North,55733.44,Single,0,PhD,Retired,Fixed Deposit,151270.99,8,10-06-2023,Rejected,7900.47,621,Rupay,FALSE,FALSE
5838,CUST23838,29,Male,West,126732.19,Divorced,3,Bachelors,Unemployed,Savings,425753.41,98,21-06-2021,Approved,15390.84,567,Rupay,TRUE,FALSE
5839,CUST23839,29,Other,West,138005.43,Single,1,High School,Employed,Fixed Deposit,354365.67,6,24-03-2022,Pending,21503.61,451,Amex,TRUE,FALSE
5840,CUST23840,32,Male,West,133250.73,Married,4,PhD,Unemployed,Fixed Deposit,312179.02,137,08-11-2024,Approved,35074.05,423,Visa,TRUE,TRUE
5841,CUST23841,42,Male,South,42543.52,Single,0,Bachelors,Employed,Current,65455.68,168,25-01-2025,Rejected,34453.56,638,Visa,FALSE,FALSE
5842,CUST23842,32,Male,South,197388.88,Married,0,Bachelors,Self-Employed,Savings,485497.67,47,08-07-2023,Rejected,28802.3,619,Rupay,FALSE,FALSE
5843,CUST23843,31,Female,North,35165.26,Widowed,0,High School,Self-Employed,Current,443960.31,39,28-10-2023,Pending,6474.53,552,Rupay,TRUE,FALSE
5844,CUST23844,58,Female,Central,39359.81,Single,4,PhD,Retired,Fixed Deposit,126282.76,81,24-01-2021,Pending,17097.34,832,Visa,TRUE,FALSE
5845,CUST23845,26,Male,North,32086.7,Widowed,5,High School,Retired,Current,439590.99,33,16-10-2023,Pending,31318.3,361,MasterCard,FALSE,TRUE
5846,CUST23846,26,Other,North,45866.1,Single,1,Bachelors,Unemployed,Current,458330.2,180,16-05-2022,Approved,45820.1,389,MasterCard,FALSE,TRUE
5847,CUST23847,27,Other,North,88257.18,Married,1,Bachelors,Self-Employed,Current,379946.88,16,15-01-2025,Rejected,13532.98,334,Amex,FALSE,TRUE
5848,CUST23848,29,Male,South,56772.85,Married,0,PhD,Unemployed,Fixed Deposit,244954.66,20,18-06-2025,Approved,44903.26,599,Amex,FALSE,TRUE
5849,CUST23849,40,Other,West,33370.57,Single,5,Masters,Employed,Fixed Deposit,247430.24,81,26-07-2025,Rejected,25159.91,761,Visa,FALSE,TRUE
5850,CUST23850,28,Male,Central,180557.19,Divorced,0,Masters,Employed,Fixed Deposit,431169.39,37,23-05-2022,Rejected,32836.39,471,Amex,TRUE,FALSE
5851,CUST23851,57,Female,West,97721.52,Widowed,2,Masters,Self-Employed,Current,495054.01,39,20-09-2021,Approved,12407.85,833,Rupay,TRUE,TRUE
5852,CUST23852,30,Other,North,31721.52,Single,2,PhD,Retired,Current,465637.85,90,28-09-2024,Rejected,20552.59,489,Amex,FALSE,FALSE
5853,CUST23853,52,Other,West,121424.57,Single,3,High School,Unemployed,Savings,471477.03,110,30-08-2021,Approved,47064.89,842,MasterCard,FALSE,FALSE
5854,CUST23854,23,Male,South,54683.22,Divorced,3,Masters,Retired,Current,184671.7,14,04-10-2022,Rejected,40676.45,729,Visa,FALSE,FALSE
5855,CUST23855,18,Male,East,46368.54,Married,5,Bachelors,Unemployed,Current,364660.71,118,10-08-2024,Pending,33316.17,817,Amex,FALSE,TRUE
5856,CUST23856,26,Female,South,179874.14,Widowed,1,PhD,Unemployed,Current,87503.14,143,23-02-2024,Rejected,27350.31,378,Rupay,TRUE,TRUE
5857,CUST23857,66,Male,East,47191.54,Married,2,High School,Self-Employed,Fixed Deposit,134783.25,94,21-12-2022,Pending,39827.49,594,Amex,FALSE,FALSE
5858,CUST23858,38,Male,Central,51474.88,Widowed,4,Masters,Unemployed,Current,38679.31,176,13-12-2023,Rejected,16551.67,529,MasterCard,FALSE,TRUE
5859,CUST23859,57,Other,North,130122.68,Divorced,5,Bachelors,Employed,Fixed Deposit,9948.14,2,16-02-2023,Pending,5195.08,733,MasterCard,TRUE,TRUE
5860,CUST23860,26,Other,Central,48213.28,Married,1,Masters,Self-Employed,Current,144472.66,80,19-10-2024,Rejected,6885.01,397,Rupay,TRUE,FALSE
5861,CUST23861,69,Female,North,190707.76,Divorced,5,PhD,Unemployed,Current,183347.52,2,02-04-2022,Rejected,47140.07,732,Visa,TRUE,TRUE
5862,CUST23862,64,Male,Central,189383.91,Divorced,2,Masters,Retired,Fixed Deposit,425054.92,74,20-09-2023,Rejected,36110.01,837,Rupay,FALSE,FALSE
5863,CUST23863,38,Male,South,111648.53,Single,3,Masters,Retired,Fixed Deposit,255205.59,107,03-11-2024,Rejected,41067.91,385,Amex,TRUE,FALSE
5864,CUST23864,65,Female,South,29704.67,Single,0,Masters,Unemployed,Savings,141788.87,169,23-08-2022,Approved,37759.3,319,Amex,FALSE,TRUE
5865,CUST23865,66,Female,South,167682.89,Widowed,3,Bachelors,Employed,Current,484177.77,74,06-03-2024,Rejected,45839.72,639,Visa,FALSE,FALSE
5866,CUST23866,39,Female,South,196628.39,Married,4,Masters,Self-Employed,Current,381303.28,75,16-12-2020,Rejected,36690.09,375,Amex,FALSE,TRUE
5867,CUST23867,65,Female,West,178803.56,Divorced,5,High School,Self-Employed,Fixed Deposit,59695.47,114,25-03-2023,Pending,35106.26,591,Amex,TRUE,TRUE
5868,CUST23868,28,Male,South,67784.7,Single,0,PhD,Self-Employed,Current,487893.8,183,09-09-2022,Approved,46185.63,803,MasterCard,FALSE,FALSE
5869,CUST23869,51,Other,Central,79153.85,Married,3,Masters,Employed,Savings,403792.69,115,04-08-2025,Pending,24986.93,666,Amex,FALSE,TRUE
5870,CUST23870,64,Male,West,141896.73,Married,1,High School,Employed,Fixed Deposit,153927.47,168,18-11-2024,Pending,41758.1,594,Amex,TRUE,TRUE
5871,CUST23871,19,Male,South,64867.16,Widowed,5,Masters,Employed,Savings,376125.8,167,28-02-2025,Pending,43744.51,737,MasterCard,TRUE,TRUE
5872,CUST23872,40,Female,West,49283.01,Divorced,1,High School,Retired,Savings,227387.02,21,04-07-2021,Approved,32881.48,735,Visa,TRUE,FALSE
5873,CUST23873,47,Female,South,151927.62,Widowed,0,PhD,Employed,Savings,306584.75,112,16-02-2024,Rejected,8877.74,677,Amex,FALSE,FALSE
5874,CUST23874,26,Male,South,168428.45,Widowed,3,Masters,Unemployed,Fixed Deposit,249077.48,120,08-08-2021,Pending,37528.23,621,Amex,FALSE,FALSE
5875,CUST23875,41,Male,West,88434.42,Widowed,2,PhD,Self-Employed,Savings,157146.97,153,20-06-2025,Rejected,27307.52,344,Rupay,FALSE,FALSE
